""	""	"categ2"
"1"	-0.279809835870172	-1.62846489838886	1
"2"	1.0349378342439	0.859021455414468	1
"3"	-1.60073403803847	0.123271001111025	1
"4"	-0.784290052861566	-1.35826723406553	1
"5"	-0.00839690909840164	-0.0865195967034289	1
"6"	-0.18919923455278	-0.205373133098946	1
"7"	0.0303287152318021	1.66006592603909	1
"8"	-1.05397323594697	0.218917635813137	1
"9"	0.442060168635486	-0.124361641655017	1
"10"	-1.78378121214807	-0.657745194725077	1
"11"	-1.27195022263565	-1.00058147505449	1
"12"	0.175305393002127	-1.93797928750985	1
"13"	1.07999233141131	0.12836121183648	1
"14"	1.1885101934667	-0.690435546831533	1
"15"	0.158731725414775	1.31957367233417	1
"16"	0.84387815601767	1.09310642707329	1
"17"	1.05286331023732	0.619839187452669	1
"18"	0.206678907148005	1.22701854124343	1
"19"	-1.08009750058655	0.499447688102427	1
"20"	-0.190764419019886	0.341658883136889	1
"21"	-0.0603232844397653	-0.422204634537657	1
"22"	-0.381638930129231	0.217658376219034	1
"23"	0.281865842839165	0.214306874972359	1
"24"	0.349277062066912	0.270489864262674	1
"25"	0.0977169135736521	0.113967746654223	1
"26"	-0.391095822189989	-0.0923341156926695	1
"27"	-1.24823521186349	0.259663040760367	1
"28"	1.83132368192779	-0.0162075806892433	1
"29"	0.22365207217891	1.34928303436094	1
"30"	-0.656538583211489	-0.921583918912651	1
"31"	-0.543593592970097	0.650804976285055	1
"32"	1.00279386639423	-0.351332646997381	1
"33"	0.413528296358136	0.341647202758704	1
"34"	1.1453204846824	-1.55332530655252	1
"35"	0.0558338808554612	0.233527530452844	1
"36"	0.829174534412772	0.0312693008379345	1
"37"	-0.0248395269076261	-1.13500330470975	1
"38"	-1.5925163401544	0.205123938320798	1
"39"	0.0690042907691379	-0.103446682933891	1
"40"	-0.278768128452745	-0.426490727155184	1
"41"	-0.190837438849576	0.55544381062259	1
"42"	-0.387902143142176	1.69524329473853	1
"43"	-1.7501222092924	0.351126485475345	1
"44"	-1.17099289720083	-1.04518241493606	1
"45"	0.989160678577678	-0.565487397903666	1
"46"	-0.127274628319977	1.47259633970569	1
"47"	-0.0175675220429934	-1.02089160003389	1
"48"	-0.469470382190021	-0.0997091627639919	1
"49"	1.86557054253859	-0.562573442493988	1
"50"	0.928706166204493	1.31656312286438	1
"51"	-0.75153554276059	-0.798964011640082	2
"52"	0.39724836021017	0.171849127703223	2
"53"	0.0189117306674031	0.0170054983175353	2
"54"	0.684777012638306	1.68474137251636	2
"55"	-1.55467218178987	0.548612100743184	2
"56"	-1.06989983382061	0.408357541173138	2
"57"	0.318636995230661	0.250585194744338	2
"58"	-0.0362303626049553	-0.00723140737803728	2
"59"	-0.227943609042659	-1.05027135540933	2
"60"	-1.26257511984271	0.436721619152885	2
"61"	0.305084782426065	1.05168987634361	2
"62"	-0.606825000125736	1.31349243954968	2
"63"	-1.03507154303583	-0.274362682775058	2
"64"	-1.15447569992271	1.23992931005929	2
"65"	-0.65407752239858	0.774170432018041	2
"66"	-0.987747359321373	-1.09870126782161	2
"67"	-0.170866279173478	-0.519502807963275	2
"68"	-0.959939418792682	0.106171028604534	2
"69"	0.836305613236323	-0.384605853682542	2
"70"	0.86168124331004	1.22576505801566	2
"71"	-1.66973248371387	-0.101092689971647	2
"72"	-0.856690806550958	0.0741670945027227	2
"73"	1.14104328516656	0.669860326226832	2
"74"	1.44444288530507	-0.610374866402384	2
"75"	0.093250296955248	0.844645018713019	2
"76"	-0.0216940846303466	0.806686049971361	2
"77"	-1.08474129071494	0.247190136847591	2
"78"	-0.767224811867689	0.384560971989416	2
"79"	0.246242823960944	0.584540772538178	2
"80"	-0.605983445545876	-0.0807313050308565	2
"81"	-0.405166662490733	0.421495858206797	2
"82"	-1.33766696150747	-0.0734379600025007	2
"83"	-0.361926490542366	0.142914869631883	2
"84"	0.0898611531875617	-0.045869126133292	2
"85"	1.51288551343111	-0.487182123951314	2
"86"	-1.13841967581469	-0.885796380135405	2
"87"	0.112297021197603	-1.01648605221356	2
"88"	-0.554829679336884	0.633267031790121	2
"89"	0.016526854360918	0.0192925641111752	2
"90"	1.26846166636174	0.74881465147598	2
"91"	-1.87553990236225	0.0140802198846982	2
"92"	-1.34631512198569	0.458407312002322	2
"93"	-0.123736601178414	-0.409940626066323	2
"94"	-0.133135120163459	-1.41605831250212	2
"95"	-0.19288378045219	-1.25935293143385	2
"96"	1.57970017940231	0.226840239318543	2
"97"	0.594987219249785	1.75430470047868	2
"98"	-0.308754338448619	-0.666034647992833	2
"99"	0.305155083590431	1.57590030927196	2
"100"	-0.438958047420385	1.50226012939199	2
"101"	13.5081748282967	0.354597145426393	3
"102"	13.6229326891556	0.037398287410151	3
"103"	13.6516070460246	0.152017969493676	3
"104"	14.0136851543167	-0.000517243887895016	3
"105"	15.5949008259305	0.953840231593387	3
"106"	15.112168817232	-0.332932896309398	3
"107"	13.0842039678121	-0.642636338684755	3
"108"	13.5990774232297	0.0561444475428882	3
"109"	12.8250243467641	0.94315726433855	3
"110"	15.5549593305336	0.485492225101287	3
"111"	14.0930694802313	-0.226113070916315	3
"112"	14.2481035819022	-0.420900179624839	3
"113"	13.9902239063728	0.369466634829911	3
"114"	14.4293213459386	0.396489682464953	3
"115"	13.5009503533662	0.333808052161787	3
"116"	14.6869357774123	1.00255578379996	3
"117"	14.2970154530106	-0.274455328330935	3
"118"	14.0665806408238	0.0188851693695389	3
"119"	14.7107138868155	0.27458757592725	3
"120"	14.7837468809433	1.32636809669247	3
"121"	13.6907291375517	0.18395009500738	3
"122"	14.090910173374	-0.123744519812457	3
"123"	13.8395269570067	0.0451031691841026	3
"124"	13.8276217782168	-0.0973520420452451	3
"125"	12.836545194418	0.680057508594403	3
"126"	13.2598514911003	-0.366114053621639	3
"127"	14.0911623688086	0.419118572593862	3
"128"	12.2147340711944	0.376889782185818	3
"129"	14.4561347930709	-0.515795674037794	3
"130"	13.3009418708247	-1.29207027884481	3
"131"	14.3968096466771	0.594300941086664	3
"132"	13.9468863080072	-0.0146983962561499	3
"133"	14.8867824666969	-0.874611503591442	3
"134"	14.3526010329474	-0.465324227171725	3
"135"	14.1965208667864	1.12803339743606	3
"136"	13.6071749819881	0.592366569941648	3
"137"	12.1011289764266	0.193202876451103	3
"138"	14.2238356701813	0.146441619649346	3
"139"	15.1668839219137	0.960019005795246	3
"140"	13.4963675384752	1.44482483390715	3
"141"	12.2879668288999	0.630105921608608	3
"142"	12.7070518343527	-1.03658227884326	3
"143"	12.6089990188892	-0.53358859417993	3
"144"	14.9367163833369	0.860691043016566	3
"145"	12.9646431549548	-0.360172758012017	3
"146"	14.4407050471865	1.62379833562592	3
"147"	14.2531268736232	1.9413029896338	3
"148"	14.5923781876151	0.220226476418305	3
"149"	14.8892300647392	-0.392083073998365	3
"150"	13.37735762038	-0.431720495327461	3
"151"	14.9203002011378	-1.1014026428449	4
"152"	12.3578743768939	-1.05153641752966	4
"153"	13.9867256830712	-0.148041518210872	4
"154"	15.441179497235	0.465095714951363	4
"155"	14.5862334933964	-0.0702667664036213	4
"156"	13.8254272558923	-0.909935010786185	4
"157"	12.6938741389754	-0.390617184666072	4
"158"	14.1858026626423	-0.643470182954312	4
"159"	14.1114365432556	-1.91790049426936	4
"160"	12.4784268888932	0.10544577922831	4
"161"	14.0755030174974	-0.0165008934436354	4
"162"	14.7699425196667	1.30968332239882	4
"163"	14.3837699016802	-0.655226234495694	4
"164"	13.2024937812869	1.80264669572799	4
"165"	13.3449172923219	-0.608154604548852	4
"166"	15.7283570016261	-0.395690570739042	4
"167"	14.5619948069308	-1.40528330148463	4
"168"	14.2517046563782	-0.233231444007448	4
"169"	12.2930044747664	-0.10512231414574	4
"170"	14.2984334267558	0.120234945301147	4
"171"	12.4921651933974	-0.945730718547792	4
"172"	13.6692550939053	-0.0817201260625095	4
"173"	13.5114533739036	-0.189181677447456	4
"174"	12.3094747562934	-0.0411641460725276	4
"175"	13.8136257985966	-0.0217230036814928	4
"176"	13.8633817359635	-0.00550016701270342	4
"177"	12.8600543822155	-0.887678112313488	4
"178"	13.6362623395477	1.08604875826136	4
"179"	14.2726015889567	1.19570657628726	4
"180"	14.0008091392873	0.0036457223001221	4
"181"	14.2632204830449	-0.0879817650149679	4
"182"	15.1407938423075	-1.18176940240059	4
"183"	15.2692301698192	-0.200107739292243	4
"184"	12.4950617041555	-0.0459525797713868	4
"185"	12.3240593065039	-0.206770474334467	4
"186"	14.2064479774119	1.97923034334854	4
"187"	14.540693647291	0.513840920351508	4
"188"	13.8499693782049	-0.619740687475991	4
"189"	14.2209476593982	0.154762281978647	4
"190"	15.0447157052043	0.427003028891998	4
"191"	13.2505985185833	0.109107390065082	4
"192"	15.02242415752	-0.193010585215663	4
"193"	12.5844726694581	1.24539813851645	4
"194"	12.323258085682	-0.609093098609786	4
"195"	12.5479888045735	0.856766073730048	4
"196"	13.2324607590862	1.4483715764876	4
"197"	13.1083442381665	0.852926822782067	4
"198"	12.8664300338917	0.135233932762572	4
"199"	13.3873787681252	-0.375400657471084	4
"200"	14.5833552722193	0.225011635740706	4
"201"	1.33901451961032	-4.80199543543311	5
"202"	-5.92603802103867	-0.51174198407663	5
"203"	-5.7993867832104	1.02030793959032	5
"204"	-3.70998881951081	-2.35193244168572	5
"205"	-1.64179534422058	4.94381118594578	5
"206"	1.91206686826555	-5.21309251037485	5
"207"	-5.81696011248562	-1.01718614856023	5
"208"	-3.53782255040885	2.60000285652003	5
"209"	-1.06687297340765	4.18230270825322	5
"210"	0.628093548123886	5.91301646812029	5
"211"	-1.95418329222582	3.87912410483469	5
"212"	3.73589987888727	-3.63642578859797	5
"213"	3.03331705571733	-4.91330796017231	5
"214"	0.486466636013382	4.58863454702236	5
"215"	-5.22167074630717	-0.29180199166504	5
"216"	-0.45451121011248	5.37750961100309	5
"217"	-4.43076609168862	-1.18556954174108	5
"218"	5.02672027149845	-3.25125911112551	5
"219"	2.04206275993053	-4.63456877848861	5
"220"	5.01543279191318	-3.19280963457049	5
"221"	-2.01561389213478	-3.7903348021557	5
"222"	2.95976143019325	-4.49615239635484	5
"223"	-5.13460578700176	1.37836986516083	5
"224"	-3.82567877777468	-3.07139618922304	5
"225"	4.42594043135172	-0.34416748363006	5
"226"	-3.32411656217449	3.52953470611283	5
"227"	1.84379383835507	5.54264712569563	5
"228"	-1.92520287165494	-4.4766140868509	5
"229"	-4.09414872859665	2.13412597540777	5
"230"	3.97926649926199	-2.36520391796761	5
"231"	4.27633376292363	3.69620201393607	5
"232"	-3.5745094706968	-4.19386037146362	5
"233"	-5.10716823572866	0.627299515255158	5
"234"	-4.47386582518968	-1.88063719378101	5
"235"	0.674842464954627	-4.1038900581625	5
"236"	-5.24644028163626	2.2428008400687	5
"237"	0.1979201944315	5.832116149861	5
"238"	-4.19339443717326	-1.22662440226122	5
"239"	-2.22552113331056	-5.07045857380585	5
"240"	1.78266691896757	4.21594036611561	5
"241"	0.577765336018925	4.36457457558333	5
"242"	3.26596190774989	3.02402295392574	5
"243"	-1.4669604637584	-4.76499437367196	5
"244"	-3.17807906281274	-3.67643406244763	5
"245"	3.4528937460832	-3.31816255323593	5
"246"	-3.11881587591739	-2.68736336157658	5
"247"	4.6130237332812	3.70327992798867	5
"248"	-5.00980913126518	0.889818217194314	5
"249"	1.47965789864038	4.24834716189008	5
"250"	-4.51296038711386	-3.72459340876146	5
"251"	-4.7810907143473	-0.741195448869756	6
"252"	-5.16073896949617	0.375090305810317	6
"253"	3.74730722134561	4.41650027389718	6
"254"	4.40495906916103	3.50135285777764	6
"255"	4.51349227912356	2.15033559743062	6
"256"	2.70092908132905	-3.11881124002365	6
"257"	-5.4212148678282	0.700145814241736	6
"258"	-5.14598966618259	1.27596638953552	6
"259"	-4.33150252631109	-0.046791157575606	6
"260"	-3.43656177815588	2.1908382565789	6
"261"	-1.78549796887101	-5.07051587111234	6
"262"	-3.14400115853109	4.59292681031538	6
"263"	3.87683493386533	-3.00087366355571	6
"264"	-4.66864089069741	-1.44295488975671	6
"265"	-4.3417792941187	3.4037783281913	6
"266"	2.63386668291592	4.02551791597807	6
"267"	4.15896496580374	0.527162641146914	6
"268"	4.51376690909791	0.325201012106287	6
"269"	-3.45572200502117	2.01471541894317	6
"270"	0.948941361433206	-4.26332849624722	6
"271"	-5.72113954682599	-0.283752992512599	6
"272"	2.19888129383977	3.45713751034455	6
"273"	-4.17887775247081	4.0411304792928	6
"274"	-0.00649502494368835	-4.85339356638361	6
"275"	4.33840471125173	-3.1918370951292	6
"276"	-2.07901696927751	-4.36034853759062	6
"277"	-5.66242055144293	-0.842214766698333	6
"278"	-4.22549102644178	0.479996592897284	6
"279"	-5.9073832741358	0.431150248234568	6
"280"	4.13445122254573	2.81173652542103	6
"281"	1.21707774583907	5.64977122798993	6
"282"	-3.10410030898257	3.22994265580731	6
"283"	-5.17059946553926	-0.193235698053735	6
"284"	-4.73178229859064	0.56230646264547	6
"285"	-4.63603112158006	-1.46812844208106	6
"286"	4.40524928929673	-2.65769203376764	6
"287"	-0.572713305619112	4.85832507401024	6
"288"	-1.77520332647331	5.13936693408151	6
"289"	2.41003923042542	-4.92282482613795	6
"290"	-0.0167979145241732	4.60250663775137	6
"291"	4.06270655674479	3.78241745709634	6
"292"	-5.91965711124128	0.322878854079537	6
"293"	-2.9266696700238	3.32309306373738	6
"294"	3.77482239832126	-3.67300105665675	6
"295"	-5.2429589894935	-2.82088981513135	6
"296"	-3.30511850246242	-2.42746263056123	6
"297"	-2.59354095395694	-3.49170527162031	6
"298"	2.77467480638443	3.82858076366684	6
"299"	3.17670180219447	2.43238710388057	6
"300"	5.25782618302304	-2.59576306537707	6
"301"	15.3555822788465	3.82930110610968	7
"302"	9.61278656923363	-1.20306732714181	7
"303"	19.3588143159894	-0.896035947779695	7
"304"	13.8259055384381	5.59112086194735	7
"305"	9.18796680467938	-2.09308662966802	7
"306"	14.2318162411026	-4.05190486179232	7
"307"	13.4482347493249	4.69091598291195	7
"308"	9.92820940277442	1.16583718115381	7
"309"	13.0737975781972	3.99018547051261	7
"310"	19.0053316925634	-2.60829942320267	7
"311"	10.1727059345085	-1.97359677599361	7
"312"	15.4190122760088	-3.99527400886752	7
"313"	14.4851651861504	-4.5148440002848	7
"314"	9.60377065084027	1.60292459557998	7
"315"	11.8438442232978	-3.49794185419403	7
"316"	9.08672983450744	-1.56272481141437	7
"317"	18.081436477643	2.27019887682847	7
"318"	8.04810683203691	-0.221402442013178	7
"319"	10.2352054625717	2.23131896139827	7
"320"	8.61893366379267	-0.177109332292163	7
"321"	16.415622190678	-3.99826062019125	7
"322"	19.2269347880844	-2.72275670928075	7
"323"	9.71213648227386	3.26381676535228	7
"324"	19.2309814817789	2.19356030703989	7
"325"	10.0554535570221	2.50795873337758	7
"326"	8.52085286994417	0.14988731827615	7
"327"	18.7257938514836	-3.42758814742286	7
"328"	12.4860334909087	4.00711630404905	7
"329"	17.4767132071356	-4.67033038969956	7
"330"	9.5681866794241	-0.181867109124249	7
"331"	12.3185555164157	-4.12146475449819	7
"332"	9.27374222768538	-0.849099642513742	7
"333"	11.7304697263274	-4.5938966267131	7
"334"	10.070857161317	-2.21368633743291	7
"335"	18.9987265909606	1.84342879271435	7
"336"	17.0837155678617	3.39773891844528	7
"337"	9.97952640893869	0.2469675462644	7
"338"	8.38030703205531	-0.00707261342160139	7
"339"	13.2461200301336	-4.2095342049991	7
"340"	13.1542032743996	4.6058899151388	7
"341"	9.22617659807657	1.24940594160332	7
"342"	14.3001662940892	5.93749995251194	7
"343"	10.1067543180825	-2.0890001082876	7
"344"	10.2225068139144	2.97490774367822	7
"345"	13.4391967138111	4.91508210262438	7
"346"	15.6750656158014	-5.20149251983695	7
"347"	18.9176790592674	2.64890745103308	7
"348"	18.2985236151636	-1.06576225817621	7
"349"	13.1675796205887	4.25646260905376	7
"350"	9.68076096748837	0.170024822619321	7
"351"	11.9230049248905	4.4791719320918	8
"352"	19.1707759763438	-0.0254178060003965	8
"353"	8.44539805851397	1.1505340848541	8
"354"	9.20260870615478	1.90349663467651	8
"355"	14.6641604451875	-4.10369461850662	8
"356"	9.7114981281747	-0.710951401033423	8
"357"	12.4897577933588	-4.00062659271882	8
"358"	16.7897224197255	3.41586589715476	8
"359"	13.9064711718945	4.68962063144927	8
"360"	17.7774866768346	3.09063783873236	8
"361"	18.759232270293	-0.563670579730929	8
"362"	8.94961552231806	1.22913108902948	8
"363"	17.2849143273476	3.99608723038084	8
"364"	13.8985881079915	-4.39291737006341	8
"365"	19.0449676805969	2.37954505304638	8
"366"	19.0371833885106	-0.936892705318468	8
"367"	18.3733470428437	0.0640897617793701	8
"368"	17.8370863310648	-1.52452752566772	8
"369"	8.53353341556942	1.51965942165505	8
"370"	16.3259868400375	3.4115103004168	8
"371"	11.2169785617797	4.50777694317907	8
"372"	10.007074773823	1.49895817268853	8
"373"	19.0404705443784	-1.62808599740026	8
"374"	12.4414464628703	-4.68785558672432	8
"375"	16.7451078606696	-4.33629634434087	8
"376"	14.6390978998457	-4.00023061571567	8
"377"	9.55346619067515	-2.22335313678181	8
"378"	10.1069554393792	2.42429761344606	8
"379"	10.9042331724725	3.33161044578691	8
"380"	12.4039181722278	3.75234246159249	8
"381"	11.2353398941373	-4.12773087964025	8
"382"	15.7437482809704	4.8719802585142	8
"383"	12.4209476250806	-4.34692981862799	8
"384"	18.0631070085768	-0.510855197848257	8
"385"	11.5990888183369	-4.65391849869844	8
"386"	18.2096535956464	3.83850355131325	8
"387"	11.7730568854965	4.51019141603721	8
"388"	8.72711894420392	0.800863362066694	8
"389"	9.55649723346843	-2.61649223803263	8
"390"	10.7112754211312	-3.77243214479369	8
"391"	8.72847491807095	-0.811377229910998	8
"392"	12.0830441416909	3.87866424851819	8
"393"	18.0421703785899	-2.69560871157528	8
"394"	17.9288673371014	2.85891019768978	8
"395"	19.9239467566702	-0.471696027002829	8
"396"	12.4833102131534	4.96412134558026	8
"397"	18.571680933517	0.752641586384567	8
"398"	19.0890940473209	2.22113548317709	8
"399"	9.77405831369833	-3.91427512470733	8
"400"	18.2778827904467	1.51520250721046	8
