"V1" "V2"
"1" -0.00875419230320968 0.178081958182308
"2" -2.61895785787314 1.1138801187699
"3" 0.224399674630364 -0.780556605372277
"4" 1.29593598736892 1.91413656360258
"5" 0.430899508321071 1.23693274128432
"6" -0.792251592401506 -1.38422126472584
"7" 1.27019434390262 0.0520726465711797
"8" -0.631981028620703 0.394283447498262
"9" -0.308368612536767 0.176154033183459
"10" -0.0124855608891538 0.889173581118106
"11" -0.323270881595534 -0.0416227047041651
"12" 0.468144051422498 -0.398487197353949
"13" -0.0281191691696282 0.288239775075312
"14" 0.181225908073689 -0.372562315760438
"15" 0.323262773015237 1.60343926989364
"16" -0.0397875853487215 0.633429469544831
"17" -0.113120262342334 0.190497829356405
"18" 0.94566315606304 0.850223217708696
"19" 0.05159602215195 0.366392173093925
"20" 2.37801291718527 0.360950199078466
"21" -0.709670589139121 0.238240913005661
"22" -1.49828684118128 -0.0706976107323256
"23" -2.05766002939278 0.22134802836171
"24" 0.0280822872894334 -0.754572162808049
"25" -0.231052593391017 -0.136771854716471
"26" -0.969250740271692 0.191447576699607
"27" -0.137874488911271 -0.466384605763673
"28" -2.01687013754526 -1.09225624654313
"29" 0.861456302019432 0.62424449536026
"30" -1.93766859839955 0.226544296637738
"31" -0.140845255707147 -0.525687655936892
"32" -0.370849224815305 -2.00145663713354
"33" -0.435536191191058 0.131679852731328
"34" 0.994691111246192 -2.699010506852
"35" -1.41815987287048 0.0585289925425984
"36" -0.69049727722645 1.16326112382949
"37" -0.949915699471918 -2.05560221352646
"38" 0.0229903837769325 -0.00917232287604823
"39" 0.295947272644397 2.90032293195142
"40" -0.931270011472038 0.101735025272969
"41" 1.60931839246942 1.21486709350335
"42" -0.00049506427105659 -0.00503160557424011
"43" 0.48326136445375 -1.05383579194676
"44" 2.76292502112887 -0.833364651722476
"45" -1.93279632244563 0.367855356849076
"46" 1.96496325703087 1.95041834707173
"47" 1.78229556560029 0.0147075086864804
"48" 0.00126189332811712 0.0813098489635842
"49" 1.54119284430177 -0.919896955371715
