1	0	0	1
0.999111018	0.042156532	0	1
0.996445654	0.084238112	0	1
0.992008645	0.126169919	0	1
0.985807881	0.167877401	0	1
0.977854387	0.209286403	0	1
0.968162303	0.250323301	0	1
0.956748862	0.290915134	0	1
0.943634357	0.33098973	0	1
0.928842104	0.370475838	0	1
0.912398403	0.409303254	0	1
0.894332492	0.447402944	0	1
0.87467649	0.484707167	0	1
0.853465345	0.521149599	0	1
0.83073677	0.556665446	0	1
0.806531175	0.591191562	0	1
0.780891598	0.624666561	0	1
0.753863623	0.657030926	0	1
0.725495307	0.688227114	0	1
0.695837086	0.718199659	0	1
0.664941692	0.746895271	0	1
0.632864057	0.774262931	0	1
0.599661212	0.800253979	0	1
0.565392191	0.824822205	0	1
0.530117924	0.847923927	0	1
0.493901126	0.869518072	0	1
0.456806191	0.889566245	0	1
0.41889907	0.908032802	0	1
0.380247162	0.924884909	0	1
0.340919189	0.940092605	0	1
0.300985074	0.953628851	0	1
0.260515818	0.965469579	0	1
0.219583374	0.975593738	0	1
0.17826052	0.983983327	0	1
0.136620725	0.990623429	0	1
0.094738023	0.995502239	0	1
0.05268688	0.998611082	0	1
0.010542062	0.999944431	0	1
-0.031621499	0.999499915	0	1
-0.073728839	0.997278325	0	1
-0.115705091	0.993283611	0	1
-0.157475624	0.987522875	0	1
-0.198966171	0.980006358	0	1
-0.240102964	0.970747427	0	1
-0.280812862	0.959762542	0	1
-0.321023485	0.947071234	0	1
-0.36066334	0.932696068	0	1
-0.399661949	0.916662602	0	1
-0.437949973	0.898999344	0	1
-0.475459339	0.879737698	0	1
-0.512123355	0.85891191	0	1
-0.547876834	0.836559008	0	1
-0.582656209	0.812718735	0	1
-0.616399642	0.787433478	0	1
-0.649047138	0.760748192	0	1
-0.680540653	0.732710324	0	1
-0.710824191	0.703369724	0	1
-0.73984391	0.672778558	0	1
-0.767548213	0.640991217	0	1
-0.793887844	0.608064216	0	1
-0.818815971	0.5740561	0	1
-0.842288273	0.539027332	0	1
-0.864263017	0.503040194	0	1
-0.884701134	0.466158669	0	1
-0.903566283	0.42844833	0	1
-0.920824925	0.389976226	0	1
-0.936446374	0.350810759	0	1
-0.950402855	0.311021562	0	1
-0.962669555	0.270679381	0	1
-0.973224664	0.229855942	0	1
-0.982049414	0.188623827	0	1
-0.989128117	0.147056346	0	1
-0.994448185	0.105227404	0	1
-0.998000162	0.063211372	0	1
-0.99977773	0.021082952	0	1
-0.99977773	-0.021082952	0	1
-0.998000162	-0.063211372	0	1
-0.994448185	-0.105227404	0	1
-0.989128117	-0.147056346	0	1
-0.982049414	-0.188623827	0	1
-0.973224664	-0.229855942	0	1
-0.962669555	-0.270679381	0	1
-0.950402855	-0.311021562	0	1
-0.936446374	-0.350810759	0	1
-0.920824925	-0.389976226	0	1
-0.903566283	-0.42844833	0	1
-0.884701134	-0.466158669	0	1
-0.864263017	-0.503040194	0	1
-0.842288273	-0.539027332	0	1
-0.818815971	-0.5740561	0	1
-0.793887844	-0.608064216	0	1
-0.767548213	-0.640991217	0	1
-0.73984391	-0.672778558	0	1
-0.710824191	-0.703369724	0	1
-0.680540653	-0.732710324	0	1
-0.649047138	-0.760748192	0	1
-0.616399642	-0.787433478	0	1
-0.582656209	-0.812718735	0	1
-0.547876834	-0.836559008	0	1
-0.512123355	-0.85891191	0	1
-0.475459339	-0.879737698	0	1
-0.437949973	-0.898999344	0	1
-0.399661949	-0.916662602	0	1
-0.36066334	-0.932696068	0	1
-0.321023485	-0.947071234	0	1
-0.280812862	-0.959762542	0	1
-0.240102964	-0.970747427	0	1
-0.198966171	-0.980006358	0	1
-0.157475624	-0.987522875	0	1
-0.115705091	-0.993283611	0	1
-0.073728839	-0.997278325	0	1
-0.031621499	-0.999499915	0	1
0.010542062	-0.999944431	0	1
0.05268688	-0.998611082	0	1
0.094738023	-0.995502239	0	1
0.136620725	-0.990623429	0	1
0.17826052	-0.983983327	0	1
0.219583374	-0.975593738	0	1
0.260515818	-0.965469579	0	1
